item_type,prompt,answer,translation,language
word,job,emploi,,english
word,office,bureau,,english
word,meeting,réunion,,english
word,project,projet,,english
word,task,tâche,,english
word,team,équipe,,english
word,idea,idée,,english
word,problem,problème,,english
word,solution,solution,,english
word,question,question,,english
word,answer,réponse,,english
word,choice,choix,,english
word,reason,raison,,english
word,example,exemple,,english
word,result,résultat,,english
word,goal,objectif,,english
word,plan,plan,,english
word,method,méthode,,english
word,rule,règle,,english
word,mistake,erreur,,english
word,truth,vérité,,english
word,fact,fait,,english
word,proof,preuve,,english
word,doubt,doute,,english
word,risk,risque,,english
word,chance,chance,,english
word,energy,énergie,,english
word,mood,humeur,,english
word,stress,stress,,english
word,fear,peur,,english
word,anger,colère,,english
word,joy,joie,,english
word,sadness,tristesse,,english
word,calm,calme,,english
word,peace,paix,,english
word,silence,silence,,english
word,noise,bruit,,english
word,pain,douleur,,english
word,health,santé,,english
word,sleep,sommeil,,english
word,dream,rêve,,english
word,memory,souvenir,,english
word,habit,habitude,,english
word,attention,attention,,english
word,effort,effort,,english
word,movement,mouvement,,english
word,exercise,exercice,,english
word,walk,marche,,english
word,run,course,,english
word,climb,escalade,,english
word,game,jeu,,english
word,music,musique,,english
word,film,film,,english
word,story,histoire,,english
word,drawing,dessin,,english
word,painting,peinture,,english
word,science,science,,english
word,history,histoire,,english
word,language,langue,,english
word,culture,culture,,english
word,art,art,,english
word,logic,logique,,english
word,code,code,,english
word,data,données,,english
word,file,fichier,,english
word,folder,dossier,,english
word,database,base de données,,english
word,server,serveur,,english
word,page,page,,english
word,button,bouton,,english
word,form,formulaire,,english
word,password,mot de passe,,english
word,account,compte,,english
word,profile,profil,,english
word,settings,paramètres,,english
word,list,liste,,english
word,big,grand,,english
word,small,petit,,english
word,long,long,,english
word,short,court,,english
word,new,nouveau,,english
word,old,vieux,,english
word,young,jeune,,english
word,good,bon,,english
word,bad,mauvais,,english
word,easy,facile,,english
word,difficult,difficile,,english
word,simple,simple,,english
word,complex,complexe,,english
word,clean,propre,,english
word,dirty,sale,,english
word,full,plein,,english
word,empty,vide,,english
word,open,ouvert,,english
word,closed,fermé,,english
word,fast,rapide,,english
word,slow,lent,,english
word,hot,chaud,,english
word,cold,froid,,english
word,soft,doux,,english
word,hard,dur,,english
word,bright,lumineux,,english
word,dark,sombre,,english
word,quiet,calme,,english
word,loud,bruyant,,english
word,safe,sûr,,english
word,dangerous,dangereux,,english
word,possible,possible,,english
word,useful,utile,,english
word,ready,prêt,,english
word,tired,fatigué,,english
word,hungry,affamé,,english
word,thirsty,assoiffé,,english
word,happy,heureux,,english
word,sad,triste,,english
word,angry,en colère,,english
word,afraid,effrayé,,english
word,curious,curieux,,english
word,alone,seul,,english
word,together,ensemble,,english
word,free,libre,,english
word,busy,occupé,,english
word,clear,clair,,english
word,strange,étrange,,english
word,important,important,,english
word,necessary,nécessaire,,english
word,true,vrai,,english
word,false,faux,,english
word,to be,être,,english
word,to have,avoir,,english
word,to do,faire,,english
word,to go,aller,,english
word,to come,venir,,english
word,to see,voir,,english
word,to look,regarder,,english
word,to hear,entendre,,english
word,to listen,écouter,,english
word,to speak,parler,,english
word,to say,dire,,english
word,to ask,demander,,english
word,to answer,répondre,,english
word,to know,savoir,,english
word,to think,penser,,english
word,to understand,comprendre,,english
word,to learn,apprendre,,english
word,to read,lire,,english
word,to write,écrire,,english
word,to draw,dessiner,,english
word,to create,créer,,english
word,to take,prendre,,english
word,to give,donner,,english
word,to keep,garder,,english
word,to leave,partir,,english
word,to stay,rester,,english
word,to wait,attendre,,english
word,to need,avoir besoin de,,english
word,to want,vouloir,,english
word,to like,aimer,,english
word,to love,adorer,,english
word,to hate,détester,,english
word,to try,essayer,,english
word,to choose,choisir,,english
word,to find,trouver,,english
word,to lose,perdre,,english
word,to open,ouvrir,,english
word,to close,fermer,,english
word,to start,commencer,,english
word,to finish,finir,,english
word,to continue,continuer,,english
word,to stop,arrêter,,english
word,to move,bouger,,english
word,to walk,marcher,,english
word,to run,courir,,english
word,to sit,s'asseoir,,english
word,to sleep,dormir,,english
word,to wake up,se réveiller,,english
word,to eat,manger,,english
word,to drink,boire,,english
word,to cook,cuisiner,,english
word,to clean,nettoyer,,english
word,to buy,acheter,,english
word,to sell,vendre,,english
word,to pay,payer,,english
word,to work,travailler,,english
word,to play,jouer,,english
word,to help,aider,,english
word,to change,changer,,english
word,to remember,se souvenir,,english
word,to forget,oublier,,english
word,to send,envoyer,,english
word,to receive,recevoir,,english
word,to build,construire,,english
word,to break,casser,,english
word,to fix,réparer,,english
word,to check,vérifier,,english
word,to explain,expliquer,,english
word,to compare,comparer,,english
word,to decide,décider,,english
word,to avoid,éviter,,english
word,to accept,accepter,,english
word,to refuse,refuser,,english
word,Monday,lundi,,english
word,Tuesday,mardi,,english
word,Wednesday,mercredi,,english
word,Thursday,jeudi,,english
word,Friday,vendredi,,english
word,Saturday,samedi,,english
word,Sunday,dimanche,,english
word,January,janvier,,english
word,February,février,,english
word,March,mars,,english
word,April,avril,,english
word,May,mai,,english
word,June,juin,,english
word,July,juillet,,english
word,August,août,,english
word,September,septembre,,english
word,October,octobre,,english
word,November,novembre,,english
word,December,décembre,,english
word,zero,zéro,,english
word,one,un,,english
word,two,deux,,english
word,three,trois,,english
word,four,quatre,,english
word,five,cinq,,english
word,six,six,,english
word,seven,sept,,english
word,eight,huit,,english
word,nine,neuf,,english
word,ten,dix,,english
word,eleven,onze,,english
word,twelve,douze,,english
word,twenty,vingt,,english
word,thirty,trente,,english
word,hundred,cent,,english
word,thousand,mille,,english
word,red,rouge,,english
word,blue,bleu,,english
word,green,vert,,english
word,yellow,jaune,,english
word,black,noir,,english
word,white,blanc,,english
word,gray,gris,,english
word,brown,marron,,english
word,pink,rose,,english
word,purple,violet,,english
word,dog,chien,,english
word,cat,chat,,english
word,bird,oiseau,,english
word,horse,cheval,,english
word,cow,vache,,english
word,sheep,mouton,,english
word,pig,cochon,,english
word,insect,insecte,,english
word,big book,le livre grand,,english
word,big door,la porte grand,,english
word,big window,la fenêtre grand,,english
word,big table,la table grand,,english
word,big chair,la chaise grand,,english
word,big room,la pièce grand,,english
word,big street,la rue grand,,english
word,big city,la ville grand,,english
word,big house,la maison grand,,english
word,big garden,le jardin grand,,english
word,big camera,l' appareil photo grand,,english
word,big phone,le téléphone grand,,english
word,big idea,l' idée grand,,english
word,big question,la question grand,,english
word,big problem,le problème grand,,english
word,big solution,la solution grand,,english
word,big message,le message grand,,english
word,big photo,la photo grand,,english
word,big task,la tâche grand,,english
word,big project,le projet grand,,english
word,big work,le travail grand,,english
word,big meal,le repas grand,,english
word,big coffee,le café grand,,english
word,big water,l' eau grand,,english
word,big music,la musique grand,,english
word,big film,le film grand,,english
word,big story,l' histoire grand,,english
word,big day,le jour grand,,english
word,big night,la nuit grand,,english
word,small book,le livre petit,,english
word,small door,la porte petit,,english
word,small window,la fenêtre petit,,english
word,small table,la table petit,,english
word,small chair,la chaise petit,,english
word,small room,la pièce petit,,english
word,small street,la rue petit,,english
word,small city,la ville petit,,english
word,small house,la maison petit,,english
word,small garden,le jardin petit,,english
word,small camera,l' appareil photo petit,,english
word,small phone,le téléphone petit,,english
word,small idea,l' idée petit,,english
word,small question,la question petit,,english
word,small problem,le problème petit,,english
word,small solution,la solution petit,,english
word,small message,le message petit,,english
word,small photo,la photo petit,,english
word,small task,la tâche petit,,english
word,small project,le projet petit,,english
word,small work,le travail petit,,english
word,small meal,le repas petit,,english
word,small coffee,le café petit,,english
word,small water,l' eau petit,,english
word,small music,la musique petit,,english
word,small film,le film petit,,english
word,small story,l' histoire petit,,english
word,small day,le jour petit,,english
word,small night,la nuit petit,,english
word,new book,le livre nouveau,,english
word,new door,la porte nouveau,,english
word,new window,la fenêtre nouveau,,english
word,new table,la table nouveau,,english
word,new chair,la chaise nouveau,,english
word,new room,la pièce nouveau,,english
word,new street,la rue nouveau,,english
word,new city,la ville nouveau,,english
word,new house,la maison nouveau,,english
word,new garden,le jardin nouveau,,english
word,new camera,l' appareil photo nouveau,,english
word,new phone,le téléphone nouveau,,english
word,new idea,l' idée nouveau,,english
word,new question,la question nouveau,,english
word,new problem,le problème nouveau,,english
word,new solution,la solution nouveau,,english
word,new message,le message nouveau,,english
word,new photo,la photo nouveau,,english
word,new task,la tâche nouveau,,english
word,new project,le projet nouveau,,english
word,new work,le travail nouveau,,english
word,new meal,le repas nouveau,,english
word,new coffee,le café nouveau,,english
word,new water,l' eau nouveau,,english
word,new music,la musique nouveau,,english
word,new film,le film nouveau,,english
word,new story,l' histoire nouveau,,english
word,new day,le jour nouveau,,english
word,new night,la nuit nouveau,,english
word,old book,le livre vieux,,english
word,old door,la porte vieux,,english
word,old window,la fenêtre vieux,,english
word,old table,la table vieux,,english
word,old chair,la chaise vieux,,english
word,old room,la pièce vieux,,english
word,old street,la rue vieux,,english
word,old city,la ville vieux,,english
word,old house,la maison vieux,,english
word,old garden,le jardin vieux,,english
word,old camera,l' appareil photo vieux,,english
word,old phone,le téléphone vieux,,english
word,old idea,l' idée vieux,,english
word,old question,la question vieux,,english
word,old problem,le problème vieux,,english
word,old solution,la solution vieux,,english
word,old message,le message vieux,,english
word,old photo,la photo vieux,,english
word,old task,la tâche vieux,,english
word,old project,le projet vieux,,english
word,old work,le travail vieux,,english
word,old meal,le repas vieux,,english
word,old coffee,le café vieux,,english
word,old water,l' eau vieux,,english
word,old music,la musique vieux,,english
word,old film,le film vieux,,english
word,old story,l' histoire vieux,,english
word,old day,le jour vieux,,english
word,old night,la nuit vieux,,english
word,red book,le livre rouge,,english
word,red door,la porte rouge,,english
word,red window,la fenêtre rouge,,english
word,red table,la table rouge,,english
word,red chair,la chaise rouge,,english
word,red room,la pièce rouge,,english
word,red street,la rue rouge,,english
word,red city,la ville rouge,,english
word,red house,la maison rouge,,english
word,red garden,le jardin rouge,,english
word,red camera,l' appareil photo rouge,,english
word,red phone,le téléphone rouge,,english
word,red idea,l' idée rouge,,english
word,red question,la question rouge,,english
word,red problem,le problème rouge,,english
word,red solution,la solution rouge,,english
word,red message,le message rouge,,english
word,red photo,la photo rouge,,english
word,red task,la tâche rouge,,english
word,red project,le projet rouge,,english
word,red work,le travail rouge,,english
word,red meal,le repas rouge,,english
word,red coffee,le café rouge,,english
word,red water,l' eau rouge,,english
word,red music,la musique rouge,,english
word,red film,le film rouge,,english
word,red story,l' histoire rouge,,english
word,red day,le jour rouge,,english
word,red night,la nuit rouge,,english
word,blue book,le livre bleu,,english
word,blue door,la porte bleu,,english
word,blue window,la fenêtre bleu,,english
word,blue table,la table bleu,,english
word,blue chair,la chaise bleu,,english
word,blue room,la pièce bleu,,english
word,blue street,la rue bleu,,english
word,blue city,la ville bleu,,english
word,blue house,la maison bleu,,english
word,blue garden,le jardin bleu,,english
word,blue camera,l' appareil photo bleu,,english
word,blue phone,le téléphone bleu,,english
word,blue idea,l' idée bleu,,english
word,blue question,la question bleu,,english
word,blue problem,le problème bleu,,english
word,blue solution,la solution bleu,,english
word,blue message,le message bleu,,english
word,blue photo,la photo bleu,,english
word,blue task,la tâche bleu,,english
word,blue project,le projet bleu,,english
word,blue work,le travail bleu,,english
word,blue meal,le repas bleu,,english
word,blue coffee,le café bleu,,english
word,blue water,l' eau bleu,,english
word,blue music,la musique bleu,,english
word,blue film,le film bleu,,english
word,blue story,l' histoire bleu,,english
word,blue day,le jour bleu,,english
word,blue night,la nuit bleu,,english
word,green book,le livre vert,,english
word,green door,la porte vert,,english
word,green window,la fenêtre vert,,english
word,green table,la table vert,,english
word,green chair,la chaise vert,,english
word,green room,la pièce vert,,english
word,green street,la rue vert,,english
word,green city,la ville vert,,english
word,green house,la maison vert,,english
word,green garden,le jardin vert,,english
word,green camera,l' appareil photo vert,,english
word,green phone,le téléphone vert,,english
word,green idea,l' idée vert,,english
word,green question,la question vert,,english
word,green problem,le problème vert,,english
word,green solution,la solution vert,,english
word,green message,le message vert,,english
word,green photo,la photo vert,,english
word,green task,la tâche vert,,english
word,green project,le projet vert,,english
word,green work,le travail vert,,english
word,green meal,le repas vert,,english
word,green coffee,le café vert,,english
word,green water,l' eau vert,,english
word,green music,la musique vert,,english
word,green film,le film vert,,english
word,green story,l' histoire vert,,english
word,green day,le jour vert,,english
word,green night,la nuit vert,,english
word,bright book,le livre lumineux,,english
word,bright door,la porte lumineux,,english
word,bright window,la fenêtre lumineux,,english
word,bright table,la table lumineux,,english
word,bright chair,la chaise lumineux,,english
word,bright room,la pièce lumineux,,english
word,bright street,la rue lumineux,,english
word,bright city,la ville lumineux,,english
word,bright house,la maison lumineux,,english
word,bright garden,le jardin lumineux,,english
word,bright camera,l' appareil photo lumineux,,english
word,bright phone,le téléphone lumineux,,english
word,bright idea,l' idée lumineux,,english
word,bright question,la question lumineux,,english
word,bright problem,le problème lumineux,,english
word,bright solution,la solution lumineux,,english
word,bright message,le message lumineux,,english
word,bright photo,la photo lumineux,,english
word,bright task,la tâche lumineux,,english
word,bright project,le projet lumineux,,english
word,bright work,le travail lumineux,,english
word,bright meal,le repas lumineux,,english
word,bright coffee,le café lumineux,,english
word,bright water,l' eau lumineux,,english
word,bright music,la musique lumineux,,english
word,bright film,le film lumineux,,english
word,bright story,l' histoire lumineux,,english
word,bright day,le jour lumineux,,english
word,bright night,la nuit lumineux,,english
word,dark book,le livre sombre,,english
word,dark door,la porte sombre,,english
word,dark window,la fenêtre sombre,,english
word,dark table,la table sombre,,english
word,dark chair,la chaise sombre,,english
word,dark room,la pièce sombre,,english
word,dark street,la rue sombre,,english
word,dark city,la ville sombre,,english
word,dark house,la maison sombre,,english
word,dark garden,le jardin sombre,,english
word,dark camera,l' appareil photo sombre,,english
word,dark phone,le téléphone sombre,,english
word,dark idea,l' idée sombre,,english
word,dark question,la question sombre,,english
word,dark problem,le problème sombre,,english
word,dark solution,la solution sombre,,english
word,dark message,le message sombre,,english
word,dark photo,la photo sombre,,english
word,dark task,la tâche sombre,,english
word,dark project,le projet sombre,,english
word,dark work,le travail sombre,,english
word,dark meal,le repas sombre,,english
word,dark coffee,le café sombre,,english
word,dark water,l' eau sombre,,english
word,dark music,la musique sombre,,english
word,dark film,le film sombre,,english
word,dark story,l' histoire sombre,,english
word,dark day,le jour sombre,,english
word,dark night,la nuit sombre,,english
word,quiet book,le livre calme,,english
word,quiet door,la porte calme,,english
word,quiet window,la fenêtre calme,,english
word,quiet table,la table calme,,english
word,quiet chair,la chaise calme,,english
word,quiet room,la pièce calme,,english
word,quiet street,la rue calme,,english
word,quiet city,la ville calme,,english
word,quiet house,la maison calme,,english
word,quiet garden,le jardin calme,,english
word,quiet camera,l' appareil photo calme,,english
word,quiet phone,le téléphone calme,,english
word,quiet idea,l' idée calme,,english
word,quiet question,la question calme,,english
word,quiet problem,le problème calme,,english
word,quiet solution,la solution calme,,english
word,quiet message,le message calme,,english
word,quiet photo,la photo calme,,english
word,quiet task,la tâche calme,,english
word,quiet project,le projet calme,,english
word,quiet work,le travail calme,,english
word,quiet meal,le repas calme,,english
word,quiet coffee,le café calme,,english
word,quiet water,l' eau calme,,english
word,quiet music,la musique calme,,english
word,quiet film,le film calme,,english
word,quiet story,l' histoire calme,,english
word,quiet day,le jour calme,,english
word,quiet night,la nuit calme,,english
word,simple book,le livre simple,,english
word,simple door,la porte simple,,english
word,simple window,la fenêtre simple,,english
word,simple table,la table simple,,english
word,simple chair,la chaise simple,,english
word,simple room,la pièce simple,,english
word,simple street,la rue simple,,english
word,simple city,la ville simple,,english
word,simple house,la maison simple,,english
word,simple garden,le jardin simple,,english
word,simple camera,l' appareil photo simple,,english
word,simple phone,le téléphone simple,,english
word,simple idea,l' idée simple,,english
word,simple question,la question simple,,english
word,simple problem,le problème simple,,english
word,simple solution,la solution simple,,english
word,simple message,le message simple,,english
word,simple photo,la photo simple,,english
word,simple task,la tâche simple,,english
word,simple project,le projet simple,,english
word,simple work,le travail simple,,english
word,simple meal,le repas simple,,english
word,simple coffee,le café simple,,english
word,simple water,l' eau simple,,english
word,simple music,la musique simple,,english
word,simple film,le film simple,,english
word,simple story,l' histoire simple,,english
word,simple day,le jour simple,,english
word,simple night,la nuit simple,,english
word,useful book,le livre utile,,english
word,useful door,la porte utile,,english
word,useful window,la fenêtre utile,,english
word,useful table,la table utile,,english
word,useful chair,la chaise utile,,english
word,useful room,la pièce utile,,english
word,useful street,la rue utile,,english
word,useful city,la ville utile,,english
word,useful house,la maison utile,,english
word,useful garden,le jardin utile,,english
word,useful camera,l' appareil photo utile,,english
word,useful phone,le téléphone utile,,english
word,useful idea,l' idée utile,,english
word,useful question,la question utile,,english
word,useful problem,le problème utile,,english
word,useful solution,la solution utile,,english
word,useful message,le message utile,,english
word,useful photo,la photo utile,,english
word,useful task,la tâche utile,,english
word,useful project,le projet utile,,english
word,useful work,le travail utile,,english
word,useful meal,le repas utile,,english
word,useful coffee,le café utile,,english
word,useful water,l' eau utile,,english
word,useful music,la musique utile,,english
word,useful film,le film utile,,english
word,useful story,l' histoire utile,,english
word,useful day,le jour utile,,english
word,useful night,la nuit utile,,english
word,strange book,le livre étrange,,english
word,strange door,la porte étrange,,english
word,strange window,la fenêtre étrange,,english
word,strange table,la table étrange,,english
word,strange chair,la chaise étrange,,english
word,strange room,la pièce étrange,,english
word,strange street,la rue étrange,,english
word,strange city,la ville étrange,,english
word,strange house,la maison étrange,,english
word,strange garden,le jardin étrange,,english
word,strange camera,l' appareil photo étrange,,english
word,strange phone,le téléphone étrange,,english
word,strange idea,l' idée étrange,,english
word,strange question,la question étrange,,english
word,strange problem,le problème étrange,,english
word,strange solution,la solution étrange,,english
word,strange message,le message étrange,,english
word,strange photo,la photo étrange,,english
word,strange task,la tâche étrange,,english
word,strange project,le projet étrange,,english
word,strange work,le travail étrange,,english
word,strange meal,le repas étrange,,english
word,strange coffee,le café étrange,,english
word,strange water,l' eau étrange,,english
word,strange music,la musique étrange,,english
word,strange film,le film étrange,,english
word,strange story,l' histoire étrange,,english
word,strange day,le jour étrange,,english
word,strange night,la nuit étrange,,english
word,important book,le livre important,,english
word,important door,la porte important,,english
word,important window,la fenêtre important,,english
word,important table,la table important,,english
word,important chair,la chaise important,,english
word,important room,la pièce important,,english
word,important street,la rue important,,english
word,important city,la ville important,,english
word,important house,la maison important,,english
word,important garden,le jardin important,,english
word,important camera,l' appareil photo important,,english
word,important phone,le téléphone important,,english
word,important idea,l' idée important,,english
word,important question,la question important,,english
word,important problem,le problème important,,english
word,important solution,la solution important,,english
word,important message,le message important,,english
word,important photo,la photo important,,english
word,important task,la tâche important,,english
word,important project,le projet important,,english
word,important work,le travail important,,english
word,important meal,le repas important,,english
word,important coffee,le café important,,english
word,important water,l' eau important,,english
word,important music,la musique important,,english
word,important film,le film important,,english
word,important story,l' histoire important,,english
word,important day,le jour important,,english
word,important night,la nuit important,,english
word,to read the book,lire le livre,,english
word,to read the door,lire la porte,,english
word,to read the window,lire la fenêtre,,english
word,to read the table,lire la table,,english
word,to read the chair,lire la chaise,,english
word,to read the room,lire la pièce,,english
word,to read the street,lire la rue,,english
word,to read the city,lire la ville,,english
word,to read the house,lire la maison,,english
word,to read the garden,lire le jardin,,english
word,to read the camera,lire l' appareil photo,,english
word,to read the phone,lire le téléphone,,english
word,to read the idea,lire l' idée,,english
word,to read the question,lire la question,,english
word,to read the problem,lire le problème,,english
word,to read the solution,lire la solution,,english
word,to read the message,lire le message,,english
word,to read the photo,lire la photo,,english
word,to read the task,lire la tâche,,english
word,to read the project,lire le projet,,english
word,to read the work,lire le travail,,english
word,to read the meal,lire le repas,,english
word,to read the coffee,lire le café,,english
word,to read the water,lire l' eau,,english
word,to read the music,lire la musique,,english
word,to read the film,lire le film,,english
word,to read the story,lire l' histoire,,english
word,to read the day,lire le jour,,english
word,to read the night,lire la nuit,,english
word,to write the book,écrire le livre,,english
word,to write the door,écrire la porte,,english
word,to write the window,écrire la fenêtre,,english
word,to write the table,écrire la table,,english
word,to write the chair,écrire la chaise,,english
word,to write the room,écrire la pièce,,english
word,to write the street,écrire la rue,,english
word,to write the city,écrire la ville,,english
word,to write the house,écrire la maison,,english
word,to write the garden,écrire le jardin,,english
word,to write the camera,écrire l' appareil photo,,english
word,to write the phone,écrire le téléphone,,english
word,to write the idea,écrire l' idée,,english
word,to write the question,écrire la question,,english
word,to write the problem,écrire le problème,,english
word,to write the solution,écrire la solution,,english
word,to write the message,écrire le message,,english
word,to write the photo,écrire la photo,,english
word,to write the task,écrire la tâche,,english
word,to write the project,écrire le projet,,english
word,to write the work,écrire le travail,,english
word,to write the meal,écrire le repas,,english
word,to write the coffee,écrire le café,,english
word,to write the water,écrire l' eau,,english
word,to write the music,écrire la musique,,english
word,to write the film,écrire le film,,english
word,to write the story,écrire l' histoire,,english
word,to write the day,écrire le jour,,english
word,to write the night,écrire la nuit,,english
word,to open the book,ouvrir le livre,,english
word,to open the door,ouvrir la porte,,english
word,to open the window,ouvrir la fenêtre,,english
word,to open the table,ouvrir la table,,english
word,to open the chair,ouvrir la chaise,,english
word,to open the room,ouvrir la pièce,,english
word,to open the street,ouvrir la rue,,english
word,to open the city,ouvrir la ville,,english
word,to open the house,ouvrir la maison,,english
word,to open the garden,ouvrir le jardin,,english
word,to open the camera,ouvrir l' appareil photo,,english
word,to open the phone,ouvrir le téléphone,,english
word,to open the idea,ouvrir l' idée,,english
word,to open the question,ouvrir la question,,english
word,to open the problem,ouvrir le problème,,english
word,to open the solution,ouvrir la solution,,english
word,to open the message,ouvrir le message,,english
word,to open the photo,ouvrir la photo,,english
word,to open the task,ouvrir la tâche,,english
word,to open the project,ouvrir le projet,,english
word,to open the work,ouvrir le travail,,english
word,to open the meal,ouvrir le repas,,english
word,to open the coffee,ouvrir le café,,english
word,to open the water,ouvrir l' eau,,english
word,to open the music,ouvrir la musique,,english
word,to open the film,ouvrir le film,,english
word,to open the story,ouvrir l' histoire,,english
word,to open the day,ouvrir le jour,,english
word,to open the night,ouvrir la nuit,,english
word,to close the book,fermer le livre,,english
word,to close the door,fermer la porte,,english
word,to close the window,fermer la fenêtre,,english
word,to close the table,fermer la table,,english
word,to close the chair,fermer la chaise,,english
word,to close the room,fermer la pièce,,english
word,to close the street,fermer la rue,,english
word,to close the city,fermer la ville,,english
word,to close the house,fermer la maison,,english
word,to close the garden,fermer le jardin,,english
word,to close the camera,fermer l' appareil photo,,english
word,to close the phone,fermer le téléphone,,english
word,to close the idea,fermer l' idée,,english
word,to close the question,fermer la question,,english
word,to close the problem,fermer le problème,,english
word,to close the solution,fermer la solution,,english
word,to close the message,fermer le message,,english
word,to close the photo,fermer la photo,,english
word,to close the task,fermer la tâche,,english
word,to close the project,fermer le projet,,english
word,to close the work,fermer le travail,,english
word,to close the meal,fermer le repas,,english
word,to close the coffee,fermer le café,,english
word,to close the water,fermer l' eau,,english
word,to close the music,fermer la musique,,english
