name;content;description;steps;mood;location;duration;image_key
Mobilité au grand air;Un court reset articulaire dehors pour se sentir moins rouillé.;Une activité extérieure de 5 minutes centrée sur épaules, hanches et chevilles.;1) Fais 10 rotations d'épaules. 2) Fais 10 rotations de hanches. 3) Fais 10 flexions de chevilles. 4) Marche 2 minutes. 5) Recommence doucement.;Mitigé;Extérieur;5;mobility
Boxe légère dehors;Un peu de rythme sans se mettre dans le rouge.;Une mini-session de shadow boxing très accessible.;1) Trouve un espace calme. 2) Fais 30 secondes de garde et déplacements. 3) Enchaîne jab et direct pendant 45 secondes. 4) Marche 30 secondes. 5) Répète jusqu'à 5 minutes.;Mitigé;Extérieur;5;boxing
Marche active 15;Un quart d'heure simple pour revenir plus éveillé qu'au départ.;Une marche soutenue avec petits changements d'allure.;1) Marche normalement 2 minutes. 2) Marche vite 2 minutes. 3) Marche lentement 1 minute. 4) Répète 3 fois. 5) Garde une posture droite et détendue.;Mitigé;Extérieur;15;walk_run
Renfo léger dehors;Un petit programme au poids du corps, facile à adapter.;Une séance de 15 minutes avec mouvements simples et récupération confortable.;1) Échauffe-toi 2 minutes en marchant. 2) Fais 3 tours de 10 squats, 8 pompes inclinées sur banc, 10 fentes arrière lentes. 3) Récupère 1 minute. 4) Garde l'effort modéré. 5) Termine en marchant.;Mitigé;Extérieur;15;strength
Décrassage cardio;Une séance dehors pour transpirer légèrement sans forcer.;Un cardio modéré basé sur marche rapide et petits exercices faciles.;1) Marche vite 3 minutes. 2) Fais 30 secondes de montées de genoux douces. 3) Marche 1 minute. 4) Fais 10 squats lents. 5) Répète pendant 15 minutes.;Mitigé;Extérieur;15;cardio
Marche longue utile;Trente minutes dehors pour remettre le corps et les idées en ordre.;Une marche active avec quelques phases plus rapides.;1) Marche tranquillement 5 minutes. 2) Alterne 4 minutes rapides et 1 minute lente pendant 20 minutes. 3) Finis par 5 minutes calmes. 4) Observe ton souffle. 5) Garde une allure que tu pourrais tenir longtemps.;Mitigé;Extérieur;30;walk_run
Renfo doux outdoor;Un programme complet dehors sans se mettre en difficulté.;Une séance de 30 minutes qui mélange marche, squats, gainage et mobilité.;1) Marche 5 minutes. 2) Fais 4 tours de 10 squats, 20 secondes de planche, 8 pompes inclinées, 10 fentes arrière lentes. 3) Récupère 1 minute. 4) Termine par 5 minutes de marche et mobilité. 5) Reste en contrôle.;Mitigé;Extérieur;30;strength
Mobilité dehors complète;Une demi-heure pour délier le corps sans chercher la fatigue.;Un programme extérieur très progressif entre marche et mobilité active.;1) Marche 8 minutes. 2) Fais 3 tours de rotations d'épaules, hanches, chevilles et demi-squats. 3) Marche 5 minutes. 4) Étire mollets et pectoraux sans forcer. 5) Termine tranquillement.;Mitigé;Extérieur;30;mobility
Sortie minimale;Juste cinq minutes dehors pour changer d'état mental.;Une micro-marche pensée pour les jours sans énergie.;1) Mets tes chaussures. 2) Marche 2 minutes dans une direction. 3) Fais demi-tour. 4) Ralentis les 30 dernières secondes. 5) Considère l'action comme réussie dès que tu es sorti.;À plat;Extérieur;5;walk_run
Air frais et épaules;Un reset ultra-simple pour respirer et relâcher le haut du corps.;Une activité douce en extérieur avec marche lente et mobilité des épaules.;1) Marche lentement 1 minute. 2) Fais 10 rotations d'épaules. 3) Ouvre les bras doucement 10 fois. 4) Marche encore 2 minutes. 5) Rentre sans chercher plus.;À plat;Extérieur;5;mobility
Pas légers;Un minimum d'action pour sortir du mode automatique.;Une marche très courte avec attention portée au rythme des pas.;1) Marche à allure facile. 2) Compte 20 pas calmes. 3) Relâche la mâchoire et les épaules. 4) Recommence plusieurs fois. 5) Ne cherche pas à aller vite.;À plat;Extérieur;5;walk_run
Marche récupération;Un quart d'heure pour faire circuler sans puiser dans tes réserves.;Une marche basse intensité adaptée aux jours lourds.;1) Marche lentement 5 minutes. 2) Accélère légèrement pendant 5 minutes. 3) Ralentis 5 minutes. 4) Garde une respiration confortable. 5) Arrête-toi si tu sens une fatigue excessive.;À plat;Extérieur;15;walk_run
Mobilité sur banc;Un programme doux si tu as un banc, un muret ou simplement un endroit stable.;Une séance extérieure très accessible pour délier jambes et épaules.;1) Marche 3 minutes. 2) Pose un pied sur un banc bas et mobilise la cheville. 3) Étire doucement les mollets. 4) Fais 10 demi-squats. 5) Termine par 5 minutes de marche lente.;À plat;Extérieur;15;mobility
Décompression dehors;Un mouvement calme pour quitter le brouillard mental.;Une activité de 15 minutes qui combine marche lente, posture et étirements simples.;1) Marche 4 minutes. 2) Redresse-toi et relâche les épaules. 3) Étire les mollets 30 secondes par côté. 4) Marche 5 minutes. 5) Termine par quelques respirations lentes.;À plat;Extérieur;15;mobility
Grande marche douce;Trente minutes dehors, sans performance, juste pour remettre le système en route.;Une marche longue et facile, pensée comme récupération active.;1) Marche 10 minutes à allure confortable. 2) Fais une pause mobilité de 2 minutes. 3) Reprends 10 minutes. 4) Termine très lentement. 5) Reste sur un parcours simple et sûr.;À plat;Extérieur;30;walk_run
Retour au calme outdoor;Une demi-heure pour déplier le corps et revenir plus léger.;Un format doux avec marche, mobilité et étirements simples.;1) Marche 8 minutes. 2) Fais mobilité épaules, hanches et chevilles pendant 6 minutes. 3) Marche encore 8 minutes. 4) Étire mollets, quadriceps et pectoraux. 5) Rentre calmement.;À plat;Extérieur;30;mobility
Déverrouillage complet;Un programme extérieur très accessible pour les jours où tout semble lourd.;Une séance lente de 30 minutes avec marche courte, pauses et mobilité douce.;1) Marche 5 minutes. 2) Fais 5 minutes de rotations articulaires. 3) Marche 5 minutes. 4) Fais 5 minutes d'étirements simples. 5) Termine par 10 minutes de marche très calme.;À plat;Extérieur;30;mobility
Triceps chaise éclair;Cinq minutes pour réveiller les bras avec une simple chaise.;Un mini-bloc haut du corps centré sur les dips assistés avec une amplitude facile à adapter.;1) Place une chaise stable contre un mur. 2) Fais 6 à 10 dips lents genoux pliés. 3) Repose-toi 20 secondes. 4) Ajoute 8 pompes contre la chaise. 5) Alterne les deux mouvements jusqu’à la fin.;En forme;Maison;5;strength
Jambes explosives contrôlées;Un bloc court pour mettre les jambes en route sans matériel.;Une séance de 5 minutes autour des fentes et des squats rapides avec option sans saut.;1) Échauffe les chevilles pendant 30 secondes. 2) Fais 8 fentes arrière par jambe. 3) Fais 10 squats rapides ou squats sautés. 4) Récupère 20 secondes. 5) Recommence jusqu’à 5 minutes.;En forme;Maison;5;strength
Gainage commando;Un défi court pour sentir les abdos et les épaules travailler ensemble.;Un format gainage dynamique intense mais simple à faire sur tapis ou serviette.;1) Tiens 20 secondes en planche sur les avant-bras. 2) Monte en planche sur les mains. 3) Redescends lentement. 4) Récupère 20 secondes. 5) Répète en gardant le bassin stable.;En forme;Maison;5;core
Épaules bouteilles;Une séance nette pour tonifier les épaules avec deux bouteilles d’eau.;Un travail haut du corps accessible idéal pour renforcer les épaules sans vrai matériel.;1) Prends deux bouteilles d’eau. 2) Fais 12 élévations latérales. 3) Fais 12 développés épaules. 4) Fais 12 tirages coudes hauts. 5) Récupère 45 secondes et répète pendant 15 minutes.;En forme;Maison;15;strength
Cardio compact;Un format énergique pour transpirer sans sortir et sans matériel.;Un circuit cardio maison alternant mouvements rapides et récupération courte.;1) Fais 40 secondes de montées de genoux. 2) Fais 40 secondes de squats rapides. 3) Fais 40 secondes de climbers. 4) Récupère 40 secondes. 5) Répète le circuit pendant 15 minutes.;En forme;Maison;15;cardio
Bas du corps solide;Quinze minutes pour travailler cuisses fessiers et stabilité.;Une routine jambes complète avec fentes squats et chaise murale.;1) Fais 12 squats lents. 2) Fais 10 fentes arrière par jambe. 3) Tiens 30 secondes en chaise contre un mur. 4) Récupère 45 secondes. 5) Recommence pendant 15 minutes.;En forme;Maison;15;strength
Corps complet crescendo;Une vraie séance maison progressive pour finir avec la sensation d’avoir bougé.;Un programme complet de 30 minutes qui mélange jambes haut du corps abdos et cardio.;1) Échauffe-toi 5 minutes avec marche active et rotations. 2) Fais 4 tours de 12 squats 8 pompes 20 climbers et 20 secondes de gainage. 3) Récupère 1 minute entre les tours. 4) Termine avec 5 minutes de mobilité.;En forme;Maison;30;strength
Boxe et abdos maison;Un format intense pour vider la tête et engager le centre du corps.;Une séance inspirée du shadow boxing alternée avec du gainage et des rotations contrôlées.;1) Échauffe épaules et hanches 5 minutes. 2) Fais 2 minutes de shadow boxing. 3) Ajoute 30 secondes de gainage. 4) Fais 20 rotations de buste contrôlées. 5) Répète pendant 30 minutes avec pauses courtes.;En forme;Maison;30;boxing
Endurance maison sans saut;Trente minutes pour faire monter le rythme sans traumatiser les articulations.;Un cardio long fluide et silencieux pensé pour appartement ou retour progressif.;1) Marche vite sur place 5 minutes. 2) Alterne 1 minute de step-back 1 minute de squats lents et 1 minute de montées de genoux basses. 3) Répète 7 fois. 4) Termine par 4 minutes d’étirements doux.;En forme;Maison;30;cardio
Accélérations de trottoir;Un coup de fouet dehors avec quelques accélérations courtes.;Une mini-session de course très simple adaptée à un espace extérieur sûr.;1) Marche vite 1 minute. 2) Accélère pendant 15 secondes. 3) Marche 45 secondes. 4) Répète 5 fois. 5) Finis par une marche lente pour redescendre.;En forme;Extérieur;5;walk_run
Pompes sur banc;Un bloc haut du corps rapide à faire sur un banc ou un muret.;Une séance courte qui rend les pompes plus accessibles grâce à l’inclinaison.;1) Trouve un banc stable. 2) Fais 8 à 12 pompes inclinées. 3) Tiens 20 secondes en planche mains sur le banc. 4) Récupère 20 secondes. 5) Répète jusqu’à 5 minutes.;En forme;Extérieur;5;strength
Escaliers minute;Un format court et efficace si tu as quelques marches à proximité.;Une activation cardio-jambes avec montée contrôlée et retour calme.;1) Monte les marches à rythme soutenu pendant 30 secondes. 2) Redescends lentement. 3) Fais 10 squats en bas. 4) Récupère 20 secondes. 5) Recommence pendant 5 minutes.;En forme;Extérieur;5;cardio
Escaliers propres;Quinze minutes pour travailler souffle et jambes sans chercher la performance.;Un programme extérieur avec escaliers montée active et récupération maîtrisée.;1) Marche 3 minutes pour t’échauffer. 2) Monte les escaliers 45 secondes. 3) Redescends tranquillement. 4) Fais 10 fentes arrière. 5) Répète pendant 15 minutes.;En forme;Extérieur;15;cardio
Course progressive simple;Une sortie courte pour te mettre en mouvement sans calcul compliqué.;Un format marche-course qui augmente doucement l’intensité sur 15 minutes.;1) Marche vite 3 minutes. 2) Trottine 2 minutes. 3) Marche 1 minute. 4) Répète deux fois. 5) Termine par une marche lente.;En forme;Extérieur;15;walk_run
Banc jambes et cardio;Un circuit extérieur simple pour faire travailler jambes et souffle.;Une séance autour d’un banc avec step-ups squats et marche rapide.;1) Marche vite 3 minutes. 2) Fais 10 montées sur banc par jambe. 3) Fais 15 squats. 4) Marche vite 1 minute. 5) Répète le circuit pendant 15 minutes.;En forme;Extérieur;15;strength
Sortie fractionnée facile;Trente minutes pour construire de l’endurance sans te cramer.;Une sortie dehors alternant marche rapide et course légère.;1) Marche vite 5 minutes. 2) Alterne 2 minutes de course légère et 1 minute de marche. 3) Répète 7 fois. 4) Termine par 4 minutes de marche lente.;En forme;Extérieur;30;walk_run
Parc corps complet;Une séance dehors complète avec ton poids du corps et un banc.;Un programme de 30 minutes mêlant jambes haut du corps et gainage.;1) Échauffe-toi 5 minutes en marchant. 2) Fais 4 tours de 12 squats 10 pompes sur banc 10 step-ups par jambe et 30 secondes de gainage. 3) Récupère 1 minute entre les tours. 4) Termine par mobilité hanches et épaules.;En forme;Extérieur;30;strength
Shadow plein air;Un entraînement énergique dehors pour bouger sans matériel.;Une séance de shadow boxing avec déplacements cardio et retour au calme.;1) Marche vite 5 minutes. 2) Fais 3 minutes de shadow boxing léger. 3) Marche 1 minute. 4) Répète 5 fois. 5) Termine avec étirements des épaules et mollets.;En forme;Extérieur;30;boxing
Épaules qui respirent;Cinq minutes pour ouvrir le haut du corps sans te brusquer.;Une routine courte pour relancer les épaules la nuque et le dos.;1) Fais 10 cercles d’épaules vers l’arrière. 2) Ouvre les bras 10 fois lentement. 3) Fais 8 rotations thoraciques par côté. 4) Respire profondément. 5) Recommence jusqu’à 5 minutes.;Mitigé;Maison;5;mobility
Squats lents utiles;Un petit effort propre pour remettre les jambes en action.;Un exercice unique simple et contrôlé parfait quand l’énergie est moyenne.;1) Place les pieds largeur d’épaules. 2) Descends en 3 secondes. 3) Remonte en poussant dans les talons. 4) Fais 8 répétitions. 5) Récupère puis recommence pendant 5 minutes.;Mitigé;Maison;5;strength
Centre calme;Un gainage doux pour réveiller les abdos sans tension inutile.;Une mini-séance de stabilité au sol courte et accessible.;1) Allonge-toi sur le dos. 2) Fais 8 dead bugs lents par côté. 3) Tiens 20 secondes en planche genoux. 4) Récupère 20 secondes. 5) Répète pendant 5 minutes.;Mitigé;Maison;5;core
Chaise haut du corps;Une séance douce mais réelle pour bras épaules et posture.;Un circuit maison avec chaise sans chercher l’intensité maximale.;1) Fais 8 pompes inclinées sur chaise. 2) Fais 8 dips très assistés. 3) Fais 12 ouvertures de bras sans charge. 4) Récupère 45 secondes. 5) Recommence pendant 15 minutes.;Mitigé;Maison;15;strength
Trois mouvements efficaces;Un circuit simple pour bouger sans réfléchir trop longtemps.;Une routine complète avec seulement trois mouvements faciles à mémoriser.;1) Fais 10 squats. 2) Fais 8 pompes inclinées ou sur genoux. 3) Fais 20 secondes de gainage. 4) Récupère 45 secondes. 5) Répète pendant 15 minutes.;Mitigé;Maison;15;strength
Dos et jambes souples;Quinze minutes pour déverrouiller le corps sans perdre ton élan.;Une routine mobilité centrée sur hanches dos ischios et chevilles.;1) Fais 2 minutes de marche sur place. 2) Alterne 8 fentes arrière lentes par jambe. 3) Ajoute 8 inclinaisons buste jambes tendues. 4) Fais 30 secondes d’étirement mollets. 5) Répète calmement.;Mitigé;Maison;15;mobility
Posture et renfo doux;Une vraie séance sans brutalité pour te redresser et te renforcer.;Un programme maison de 30 minutes entre mobilité renforcement léger et respiration.;1) Mobilise épaules et hanches 5 minutes. 2) Fais 3 tours de 12 squats lents 10 pompes inclinées et 10 dead bugs par côté. 3) Récupère 1 minute. 4) Termine par 8 minutes d’étirements actifs.;Mitigé;Maison;30;mobility
